,Unnamed: 0,birth,death,gender,hair,height,name,race,realm,spouse,birth_y,death_y,lifelong_y
269,272,TA 2701,TA 2801,Male,,,Ferumbras Took II,Hobbits,,Unnamed wife,6751,6851,100
270,273,TA 2560,TA 2803,Male,,,Farin,Dwarves,,Unnamed wife,6610,6853,243
271,274,TA 2563,TA 2805,Male,,,Grór,Dwarves,,Unnamed wife,6613,6855,242
272,275,TA 2700,TA 2811,Male,,,Beregond,Men,,Unnamed wife,6750,6861,111
273,276,TA 2752,TA 2842,Male,,,Brytta Léofa,Men,Rohan,Unnamed wife,6802,6892,90
274,277,TA 2693,TA 2848,Male,,,Arathorn I,Men,,Unnamed wife,6743,6898,155
275,278,TA 2745,TA 2848,Male,,,Fortinbras Took I,Hobbits,,Unnamed wife,6795,6898,103
276,279,TA 2644,TA 2850,Male,,,Thráin II,Dwarves,Lonely Mountain,Unnamed wife,6694,6900,206
277,280,TA 2780,TA 2851,Male,,,Walda,Men,,Unnamed wife,6830,6901,71
278,281,TA 2767,TA 2858,Male,,,Bosco Boffin,Hobbits,,Unnamed wife,6817,6908,91
279,282,TA 2767,TA 2858,Male,,,Balbo Baggins,Hobbits,,Berylla (Boffin) Baggins,6817,6908,91
280,283,TA 2804,TA 2864,Male,,,Folca,Men,,Unnamed wife,6854,6914,60
281,284,TA 2772,TA 2871,Female,,,Berylla (Boffin) Baggins,Hobbits,,Balbo Baggins,6822,6921,99
282,285,TA 2752,TA 2872,Male,,,Belecthor II,Men,,Unnamed wife,6802,6922,120
283,286,TA 2782,TA 2882,Male,,,Thorondir,Men,,Unnamed wife,6832,6932,100
284,287,TA 2858,TA 2885,Male,,,Fastred,Men,,,6908,6935,27
285,288,TA 2858,TA 2885,Male,,,Folcred,Men,,,6908,6935,27
286,289,TA 2807,TA 2900,Male,,,Mungo Baggins,Hobbits,,Laura Grubb,6857,6950,93
287,290,TA 2812,TA 2900,Male,,,Otto Boffin,Hobbits,,Lavender Grubb,6862,6950,88
288,291,TA 2830,TA 2903,Male,,,Folcwine,Men,Rohan,Unnamed wife,6880,6953,73
289,292,TA 2816,TA 2911,Male,,,Ponto Baggins,Hobbits,,Mimosa Bunce,6866,6961,95
290,293,TA 2757,TA 2912,Male,,,Argonui,Men,,Unnamed wife,6807,6962,155
291,294,TA 2815,TA 2914,Male,,,Túrin II,Men,,Unnamed wife,6865,6964,99
292,295,TA 2814,TA 2916,Female,,,Laura (Grubb) Baggins,Hobbits,,Mungo Baggins,6864,6966,102
293,296,TA 2790,TA 2920,Male,,,Gerontius Took,Hobbits,,Adamanta Chubb,6840,6970,130
294,297,TA 2671,TA 2923,Male,,,Gróin,Dwarves,,Unnamed wife,6721,6973,252
295,298,TA 2817,TA 2923,Female,,,Adamanta (Chubb) Took,Hobbits,,"Gerontius ""The Old"" Took",6867,6973,106
296,299,TA 2846,TA 2926,Male,,,Bungo Baggins,Hobbit,,,6896,6976,80
297,300,TA 2838,TA 2929,Male,Brown (film),,Dírhael,Men,,Ivorwen,6888,6979,91
298,301,TA 2857,TA 2929,Female,Brown (film),,Ivorwen,Men,,Dírhael,6907,6979,72
299,302,TA 2820,TA 2930,Male,"Dark, then grey (film)",,Arador,Men,,Unnamed wife,6870,6980,110
300,303,TA 2832,TA 2930,Male,,,Isengrim Took III,Hobbits,,Not married,6882,6980,98
301,304,TA 2827,TA 2932,Male,,,Aglahad,Men,,Unnamed wife,6877,6982,105
302,305,TA 2873,TA 2933,Male,Dark (film),,Arathorn II,Men,,Gilraen,6923,6983,60
303,306,TA 2849,TA 2934,Male,,,Hildibrand Took,Hobbits,,,6899,6984,85
304,307,TA 2852,TA 2934,Female,Black,,Belladonna (Took) Baggins,Hobbits,,Bungo Baggins,6902,6984,82
305,308,TA 2746,TA 2941,Male,,,Thorin II Oakenshield,Dwarves,Ered Luin,,6796,6991,195
306,309,TA 2760,TA 2941,Female,,,Dís,Dwarves,,,6810,6991,181
307,310,TA 2770,TA 2941,Male,,,Smaug,Dragons,Lonely Mountain,,6820,6991,171
308,311,TA 2859,TA 2941,Male,Yellow,,Fíli and Kíli,Dwarves,,None,6909,6991,82
309,312,TA 2890,TA 2941,Male,Auburn (film),"Tall (6'4"")",Master of Laketown,Men,Lake-town,,6940,6991,51
310,313,TA 2854,TA 2945,Male,,,Hugo Boffin,Hobbits,,Donnamira Took,6904,6995,91
311,314,TA 2842,TA 2946,Male,,,Isembold Took,Hobbits,,Unnamed wife ,6892,6996,104
312,315,TA 2847,TA 2946,Male,,,Isembard Took,Hobbits,,,6897,6996,99
313,316,TA 2856,TA 2948,Female,,,Donnamira (Took) Boffin,Hobbits,,Hugo Boffin,6906,6998,92
314,317,TA 2860,TA 2950,Male,,,Longo Baggins,Hobbits,,Camellia (Sackville) Baggins,6910,7000,90
315,318,TA 2855,TA 2953,Male,,,Turgon (Steward),Men,,Unnamed wife,6905,7003,98
316,319,TA 2870,TA 2953,Male,,,Fengel,Men,Rohan,,6920,7003,83
317,320,TA 2860,TA 2960,Female,,,Mirabella (Took) Brandybuck,Hobbits,,Gorbadoc Brandybuck,6910,7010,100
318,321,TA 2864,TA 2960,male,,,Fosco Baggins,Hobbits,,Ruby Bolger,6914,7010,96
319,322,TA 2866,TA 2977,Male,,,Angelimir,Men,,Unnamed wife,6916,7027,111
320,323,TA 2898,TA 2977,Male,Black (films),,Bard,Men,Dale,Unnamed wife,6948,7027,79
321,324,TA 2950,TA 2978,Female,,,Elfhild,Men,Rohan,Théoden,7000,7028,28
322,325,TA 2878,TA 2980,Male,,,Fortinbras Took II,Hobbits,,Lalia Clayhanger,6928,7030,102
323,326,TA 2905,TA 2980,Male,,,Thengel,Men,Rohan,Morwen Steelsheen,6955,7030,75
324,327,TA 2908,TA 2980,Male,,,Drogo Baggins,Hobbits,,Primula Brandybuck,6958,7030,72
325,328,TA 2920,TA 2980,Female,,,Primula (Brandybuck) Baggins,Hobbits,,Drogo Baggins,6970,7030,60
326,329,TA 2890,TA 2981,Male,,,Sigismond Took,Hobbits,,Unnamed wife,6940,7031,91
327,330,TA 2880,TA 2982,Male,,,Adalgrim Took,Hobbits,,Unnamed wife,6930,7032,102
328,331,TA 2886,TA 2984,Male,,,Ecthelion II,Men,,Unnamed wife,6936,7034,98
329,332,TA 2894,TA 2986,Male,,,Jago Boffin,Hobbits,,Unnamed wife,6944,7036,92
330,333,TA 2950,TA 2988,Female,Dark,,Finduilas of Dol Amroth,Men,,Denethor II,7000,7038,38
331,334,TA 2763,TA 2994,Male,White,,Balin,Dwarves,,,6813,7044,231
332,335,TA 2774,TA 2994,Male,,,Óin,Dwarves,,,6824,7044,220
333,336,TA 2865,TA 2994,Male,,,Ori,Dwarves,,,6915,7044,129
334,337,TA 2904,TA 2998,Female,,,Amaranth Brandybuck,Hobbits,,None,6954,7048,94
335,338,TA 2903,TA 2999,Male,,,Falco Chubb-Baggins,Hobbits,,Unnamed wife,6953,7049,96
336,339,TA 2904,TA 3000,Male,,,Wilibald Bolger,Hobbits,,Prisca Baggins,6954,7050,96
337,340,TA 2908,TA 3001,Male,,,Gorbulas Brandybuck,Hobbits,,Unnamed wife,6958,7051,93
338,341,TA 2961,TA 3002,Male,Blond,,Éomund,Men,,Théodwyn,7011,7052,41
339,342,TA 2904,TA 3004,Female,,,Gerda (Boffin) Bolger,Hobbits,,Adalbert Bolger,6954,7054,100
340,343,TA 2904,TA 3005,Male,Brown Gray (movie),,Odo Proudfoot,Hobbits,,Mrs. Proudfoot,6954,7055,101
341,344,TA 2907,TA 3007,Female,Blonde (film),"Unknown (book) 1.66m (5'5"") (film)",Gilraen,Men,,Arathorn II,6957,7057,100
342,345,TA 2925,TA 3007,Male,Brown (film),"1.76m / 5'9"" (film)",Bain,Men,Dale,Unnamed wife,6975,7057,82
343,346,TA 2911,TA 3009,Male,,,Dudo Baggins,Hobbits,,Unnamed wife,6961,7059,98
344,347,TA 2913,TA 3010,Male,,,Bruno Bracegirdle,Hobbits,,Unnamed wife,6963,7060,97
345,348,TA 2917,TA 3010,Male,,,Adrahil II,Men,,Unnamed wife,6967,7060,93
346,349,TA 2910,TA 3012,Male,,"1.22m (4'0"")",Otho Sackville-Baggins,Hobbits,,Lobelia Sackville-Baggins,6960,7062,102
347,350,TA 2913,TA 3012,Female,,,Asphodel (Brandybuck) Burrows,Hobbit,,Rufus Burrows,6963,7062,99
348,351,TA 2916,TA 3015,Male,,,Ferumbras III Took,Hobbits,,None,6966,7065,99
349,352,TA 2940,TA 3015,Male,,,Gálmód,Men,,Unnamed wife,6990,7065,75
350,353,TA 3019,TA 3019,Male,Dark,6'1 (film),Lugdush,Uruk-hai,,,7069,7069,0
351,354,Before CA,TA 3019,Male,Various ,Various until ,Sauron,Maiar,,None,-1,7069,7070
352,355,Before CA,TA 3019,Male,White,,Saruman,Maiar,"Isengard,Nan Curunír",None,-1,7069,7070
353,356,Before CA,TA 3019,Male,Mane of red flames,"Slightly larger and taller than a Man (book), 20 feet (movie)",Durin's Bane,"Maiar,Balrog",,,-1,7069,7070
354,357,Before CA,Still alive,Male,"Grey, later white",,Gandalf,Maiar,,,-1,7291,7292
355,358,TA 2430,TA 3019,Male,,,Gollum,Hobbits,,,6480,7069,589
356,359,TA 2767,TA 3019,Male,,4'5 - 5' (Estimate) ,Dáin II Ironfoot,Dwarves,Lonely Mountain,Unnamed wife,6817,7069,252
357,360,TA 2916,TA 3019,Male,Black,Tall,Halbarad,Men,,,6966,7069,103
358,361,TA 2930,TA 3019,Male,"Dark, grey (in old age)",,Denethor II,Men,,Finduilas,6980,7069,89
359,362,TA 2948,TA 3019,Male,White with braids (book) Blonde (films),Tall,Théoden,Men,,Elfhild,6998,7069,71
360,363,TA 2957,TA 3019,Male,,,Brand,Men,"Dale,Laketown",Unnamed wife,7007,7069,62
361,364,TA 2964,TA 3019,Male,Sandy,"1.22m (4'0"") ",Lotho Sackville-Baggins,Hobbits,,None,7014,7069,55
362,365,TA 2974,TA 3019,Male,Black,,Gríma Wormtongue,Men,,,7024,7069,45
363,366,TA 2975,TA 3019,Male,Reddish brown (movie),,Háma,Men,,"Unknown, possibly none",7025,7069,44
364,367,TA 2978,TA 3019,Male,,,Théodred,Men,,,7028,7069,41
365,368,TA 2978,TA 3019,Male,Dark (book) Light brown (movie),,Boromir,Men,,,7028,7069,41
366,369,TA 3019,TA 3019,Male,Black (film),,Mauhúr,Uruk-hai,"Isengard,Saruman",none,7069,7069,0
367,370,TA 3019,TA 3019,Male,Dark (movie),"6' 6"" (movie)",Uglúk,Uruk-hai,Isengard,None,7069,7069,0
368,371,TA 2918,TA 3020,Female,,"1.17m (3'10"")",Lobelia Sackville-Baggins,Hobbit,,Otho Sackville-Baggins,6968,7070,102
369,372,TA 2890,TA 3021,Male,"Brown, later white","1.25m (4'1"")",Bilbo Baggins,Hobbits,,None,6940,7071,131
370,373,TA 2968,TA 3021,Male,Brown,"1.06m (3'6"")",Frodo Baggins,Hobbit,,,7018,7071,53
371,374,TA 48,TA 324,Male,,,Eärendil of Gondor,Men,Gondor,Unnamed wife,4098,4374,276
372,375,TA 87,TA 339,Male,,,Eldacar (King of Arnor),Men,Arnor,Unnamed wife,4137,4389,252
373,376,TA 136,TA 411,Male,,,Anardil,Men,Gondor,Unnamed wife,4186,4461,275
374,377,TA 185,TA 435,Male,,,Arantar,Men,Arnor,Unnamed wife,4235,4485,250
375,378,TA 222,TA 492,Male,,,Ostoher,Men,Gondor,Unnamed wife,4272,4542,270
376,379,TA 280,TA 515,Male,,,Tarcil,Men,Arnor,Unnamed wife,4330,4565,235
377,380,TA 310,TA 541,Male,,,Rómendacil I,Men,Gondor,Unnamed wife,4360,4591,231
378,381,TA 372,TA 602,Male,,,Tarondor of Arnor,Men,Arnor,Unnamed wife,4422,4652,230
379,382,TA 462,TA 652,Male,,,Valandur,Men,Arnor,Unnamed wife,4512,4702,190
380,383,TA 397,TA 667,Male,,,Turambar,Men,Gondor,Unnamed wife,4447,4717,270
381,384,TA 480,TA 748,Male,,,Atanatar I,Men,Gondor,Unnamed wife,4530,4798,268
382,385,TA 552,TA 777,Male,,,Elendur of Arnor,Men,Arnor,Unnamed wife,4602,4827,225
383,386,TA 570,TA 830,Male,,,Siriondil,Men,Gondor,Unnamed wife,4620,4880,260
384,387,TA 640,TA 861,Male,,,Eärendur of Arnor,,,Unnamed wife,4690,4911,221
385,388,TA 654,TA 913,Male,,,Tarciryan,Men,,Unnamed wife,4704,4963,259
386,389,TA 654,TA 913,Male,,,Tarannon Falastur,Men,Gondor,Berúthiel,4704,4963,259
387,390,TA 736,TA 936,Male,,,Eärnil I,Men,Gondor,Unnamed wife,4786,4986,200
388,391,TA 726,TA 946,Male,,,Amlaith,Men,Arthedain,Unnamed wife,4776,4996,220

