	birth	death	gender	hair	height	name	race	realm	spouse
427	TA 2913	TA 3012	Female			Asphodel (Brandybuck) Burrows	Hobbit		Rufus Burrows
452	TA 2916	TA 3015	Male			Ferumbras III Took	Hobbits		None
273	TA 2940	TA 3015	Male			Gálmód	Men		Unnamed wife
389	TA 3019	TA 3019	Male	Dark	6'1 (film)	Lugdush	Uruk-hai		
49	Before CA	TA 3019	Male	Various 	Various until 	Sauron	Maiar		None
50	Before CA	TA 3019	Male	White		Saruman	Maiar	"Isengard,Nan Curunír"	None
192	Before CA	TA 3019	Male	Mane of red flames	"Slightly larger and taller than a Man (book), 20 feet (movie)"	Durin's Bane	"Maiar,Balrog"		
397	Before CA	TA 3019	Male	"Grey, later white"		Gandalf	Maiar		
287	TA 2430	TA 3019	Male			Gollum	Hobbits		
189	TA 2767	TA 3019	Male		4'5 - 5' (Estimate) 	Dáin II Ironfoot	Dwarves	Lonely Mountain	Unnamed wife
185	TA 2916	TA 3019	Male	Black	Tall	Halbarad	Men		
201	TA 2930	TA 3019	Male	"Dark, grey (in old age)"		Denethor II	Men		Finduilas
465	TA 2948	TA 3019	Male	White with braids (book) Blonde (films)	Tall	Théoden	Men		Elfhild
438	TA 2957	TA 3019	Male			Brand	Men	"Dale,Laketown"	Unnamed wife
56	TA 2964	TA 3019	Male	Sandy	"1.22m (4'0"") "	Lotho Sackville-Baggins	Hobbits		None
326	TA 2974	TA 3019	Male	Black		Gríma Wormtongue	Men		
88	TA 2975	TA 3019	Male	Reddish brown (movie)		Háma	Men		"Unknown, possibly none"
464	TA 2978	TA 3019	Male			Théodred	Men		
0	TA 2978	TA 3019	Male	Dark (book) Light brown (movie)		Boromir	Men		
263	TA 3019	TA 3019	Male	Black (film)		Mauhúr	Uruk-hai	"Isengard,Saruman"	none
350	TA 3019	TA 3019	Male	Dark (movie)	"6' 6"" (movie)"	Uglúk	Uruk-hai	Isengard	None
57	TA 2918	TA 3020	Female		"1.17m (3'10"")"	Lobelia Sackville-Baggins	Hobbit		Otho Sackville-Baggins
237	TA 2890	TA 3021	Male	"Brown, later white"	"1.25m (4'1"")"	Bilbo Baggins	Hobbits		None
487	TA 2968	TA 3021	Male	Brown	"1.06m (3'6"")"	Frodo Baggins	Hobbit		
107	TA 48	TA 324	Male			Eärendil of Gondor	Men	Gondor	Unnamed wife
133	TA 87	TA 339	Male			Eldacar (King of Arnor)	Men	Arnor	Unnamed wife
537	TA 136	TA 411	Male			Anardil	Men	Gondor	Unnamed wife
521	TA 185	TA 435	Male			Arantar	Men	Arnor	Unnamed wife
150	TA 222	TA 492	Male			Ostoher	Men	Gondor	Unnamed wife
1	TA 280	TA 515	Male			Tarcil	Men	Arnor	Unnamed wife
59	TA 310	TA 541	Male			Rómendacil I	Men	Gondor	Unnamed wife
481	TA 372	TA 602	Male			Tarondor of Arnor	Men	Arnor	Unnamed wife
337	TA 462	TA 652	Male			Valandur	Men	Arnor	Unnamed wife
356	TA 397	TA 667	Male			Turambar	Men	Gondor	Unnamed wife
500	TA 480	TA 748	Male			Atanatar I	Men	Gondor	Unnamed wife
128	TA 552	TA 777	Male			Elendur of Arnor	Men	Arnor	Unnamed wife
47	TA 570	TA 830	Male			Siriondil	Men	Gondor	Unnamed wife
105	TA 640	TA 861	Male			Eärendur of Arnor			Unnamed wife
485	TA 654	TA 913	Male			Tarciryan	Men		Unnamed wife
9	TA 654	TA 913	Male			Tarannon Falastur	Men	Gondor	Berúthiel
103	TA 736	TA 936	Male			Eärnil I	Men	Gondor	Unnamed wife
540	TA 726	TA 946	Male			Amlaith	Men	Arthedain	Unnamed wife
